word,spam_count,ham_count,total,spam_ratio
easier,206,157,363,0.567
streaming,40,39,79,0.506
meaningful,8,98,106,0.075
party,1275,719,1994,0.639
lon,292,1895,2187,0.134
teams,61,282,343,0.178
creek,39,106,145,0.269
sylvan,56,3,59,0.949
nineteen,58,0,58,1.0
descriptions,14,41,55,0.255
decide,154,251,405,0.38
loqos,71,0,71,1.0
sym,85,0,85,1.0
visible,85,38,123,0.691
totals,7,68,75,0.093
foundation,110,105,215,0.512
leads,207,114,321,0.645
prepared,82,324,406,0.202
teco,0,456,456,0.0
walking,36,52,88,0.409
falling,36,203,239,0.151
representative,582,262,844,0.69
lehman,5,105,110,0.045
focused,211,228,439,0.481
pen,46,24,70,0.657
additions,8,84,92,0.087
recruitment,13,47,60,0.217
quick,780,356,1136,0.687
forbes,20,56,76,0.263
ubs,1,567,568,0.002
downloaded,18,36,54,0.333
harbor,163,55,218,0.748
sean,24,165,189,0.127
break,230,254,484,0.475
capable,118,52,170,0.694
sum,937,107,1044,0.898
hotline,10,45,55,0.182
heating,9,84,93,0.097
horse,70,14,84,0.833
auditor,112,75,187,0.599
instead,315,413,728,0.433
void,34,26,60,0.567
petition,5,75,80,0.062
montreal,17,36,53,0.321
computron,1067,0,1067,1.0
thu,105,233,338,0.311
calculation,18,177,195,0.092
broken,66,65,131,0.504
investigations,54,52,106,0.509
increasingly,32,138,170,0.188
gua,92,0,92,1.0
arrive,53,201,254,0.209
phillips,19,123,142,0.134
pipes,7,79,86,0.081
rsvp,10,134,144,0.069
sich,49,3,52,0.942
advances,34,16,50,0.68
insure,51,108,159,0.321
invited,39,171,210,0.186
webb,4,234,238,0.017
mogi,176,0,176,1.0
dollars,1898,627,2525,0.752
hillary,0,60,60,0.0
certification,38,14,52,0.731
react,25,26,51,0.49
delivered,261,284,545,0.479
gzo,115,0,115,1.0
lst,198,355,553,0.358
europe,631,853,1484,0.425
internship,0,208,208,0.0
annually,173,66,239,0.724
kate,12,315,327,0.037
perspective,32,255,287,0.111
assuring,45,24,69,0.652
fifth,12,123,135,0.089
math,9,65,74,0.122
boom,74,36,110,0.673
vmware,97,0,97,1.0
shawn,14,55,69,0.203
fiona,5,62,67,0.075
tap,20,392,412,0.049
enemies,63,2,65,0.969
dunn,12,59,71,0.169
robertwalters,0,54,54,0.0
quaiity,85,0,85,1.0
het,74,0,74,1.0
enough,492,626,1118,0.44
bedroom,42,26,68,0.618
sterling,59,20,79,0.747
command,57,45,102,0.559
reach,477,330,807,0.591
sorted,17,49,66,0.258
sentence,28,41,69,0.406
marshall,4,206,210,0.019
loading,131,95,226,0.58
passed,337,258,595,0.566
trial,196,74,270,0.726
ascii,64,23,87,0.736
smaller,54,227,281,0.192
unwanted,96,1,97,0.99
specialist,62,175,237,0.262
gains,483,187,670,0.721
hotat,69,0,69,1.0
carrie,11,124,135,0.081
proprietary,316,95,411,0.769
constantly,38,34,72,0.528
server,675,280,955,0.707
continent,30,32,62,0.484
attempt,152,209,361,0.421
totally,133,68,201,0.662
judy,7,96,103,0.068
holidays,265,120,385,0.688
mensaje,61,4,65,0.938
lines,171,715,886,0.193
clayton,14,208,222,0.063
shining,55,10,65,0.846
terminals,14,39,53,0.264
avoid,749,278,1027,0.729
entering,97,116,213,0.455
compliant,65,12,77,0.844
film,151,16,167,0.904
thoughts,44,432,476,0.092
banner,43,32,75,0.573
brought,134,220,354,0.379
considering,72,227,299,0.241
vendors,14,89,103,0.136
uncertain,2,70,72,0.028
colleague,32,98,130,0.246
experts,151,181,332,0.455
aiready,160,0,160,1.0
chase,56,431,487,0.115
teievision,57,0,57,1.0
pursued,24,30,54,0.444
mention,62,193,255,0.243
logical,47,19,66,0.712
dividend,26,45,71,0.366
negotiate,42,131,173,0.243
pwc,0,86,86,0.0
homeland,231,20,251,0.92
improving,62,77,139,0.446
essence,29,24,53,0.547
agriculture,42,24,66,0.636
connected,104,141,245,0.424
mrha,0,221,221,0.0
hence,313,82,395,0.792
since,1338,2364,3702,0.361
incorporate,8,84,92,0.087
realize,111,165,276,0.402
instantly,138,14,152,0.908
scott,53,998,1051,0.05
diane,26,97,123,0.211
rac,71,433,504,0.141
audition,123,0,123,1.0
stylish,49,1,50,0.98
mai,277,4,281,0.986
lindley,0,54,54,0.0
superty,0,156,156,0.0
incurred,127,77,204,0.623
gentleman,22,28,50,0.44
horny,86,0,86,1.0
biilion,86,0,86,1.0
find,1699,1781,3480,0.488
daren,5,1913,1918,0.003
senior,212,1016,1228,0.173
reputation,64,97,161,0.398
coverage,135,236,371,0.364
pst,30,35,65,0.462
osman,0,96,96,0.0
initiate,30,51,81,0.37
profit,512,599,1111,0.461
easily,331,128,459,0.721
interviews,65,339,404,0.161
strickland,3,92,95,0.032
mugabe,97,0,97,1.0
item,109,249,358,0.304
eog,1,161,162,0.006
donovan,19,55,74,0.257
ike,68,0,68,1.0
arizona,69,58,127,0.543
degrees,86,23,109,0.789
practicable,78,5,83,0.94
booked,26,135,161,0.161
erms,4,100,104,0.038
map,73,95,168,0.435
highly,564,322,886,0.637
generally,43,214,257,0.167
prescheduled,0,53,53,0.0
major,1035,871,1906,0.543
franchise,35,53,88,0.398
modalities,103,0,103,1.0
orange,38,12,50,0.76
involvement,68,167,235,0.289
courage,61,6,67,0.91
arbitrage,7,55,62,0.113
stressed,2,52,54,0.037
integration,92,345,437,0.211
widespread,38,51,89,0.427
hawaii,36,17,53,0.679
semester,4,54,58,0.069
turning,76,83,159,0.478
ahmed,51,9,60,0.85
sexually,59,0,59,1.0
undiscovered,91,2,93,0.978
nath,0,60,60,0.0
officials,159,627,786,0.202
dropped,52,315,367,0.142
deficit,124,30,154,0.805
executives,63,704,767,0.082
circulating,22,38,60,0.367
reliance,295,83,378,0.78
strictly,272,220,492,0.553
africa,737,37,774,0.952
civilian,61,2,63,0.968
verified,89,50,139,0.64
phentermine,181,0,181,1.0
shippiing,59,0,59,1.0
job,360,958,1318,0.273
trials,40,23,63,0.635
sector,339,356,695,0.488
fraudulent,50,8,58,0.862
ambien,165,0,165,1.0
supporting,32,212,244,0.131
teens,75,6,81,0.926
zhiyong,0,151,151,0.0
merchant,123,386,509,0.242
art,347,86,433,0.801
monitored,32,26,58,0.552
invoiced,58,49,107,0.542
installed,41,133,174,0.236
wharton,6,546,552,0.011
aiso,223,0,223,1.0
future,3562,1230,4792,0.743
specifically,113,239,352,0.321
centrino,99,0,99,1.0
quarterly,39,280,319,0.122
planet,83,4,87,0.954
range,679,346,1025,0.662
ops,10,184,194,0.052
ural,294,0,294,1.0
funds,1385,607,1992,0.695
chile,39,15,54,0.722
movie,180,41,221,0.814
lauri,3,142,145,0.021
residual,27,51,78,0.346
laurel,7,54,61,0.115
disclose,172,188,360,0.478
infrastructure,152,269,421,0.361
primezone,70,5,75,0.933
shall,1000,997,1997,0.501
decades,30,51,81,0.37
logging,15,41,56,0.268
cautioned,222,26,248,0.895
goa,57,0,57,1.0
piazze,0,92,92,0.0
overstated,0,95,95,0.0
try,839,755,1594,0.526
proceeds,53,171,224,0.237
techniques,107,140,247,0.433
coca,48,28,76,0.632
mln,4,146,150,0.027
kent,9,105,114,0.079
ceil,102,0,102,1.0
leslie,15,299,314,0.048
possibly,87,251,338,0.257
projection,79,34,113,0.699
mitch,2,93,95,0.021
accounts,431,376,807,0.534
friday,355,3155,3510,0.101
maker,127,233,360,0.353
excite,116,21,137,0.847
acquisitions,205,118,323,0.635
ing,167,26,193,0.865
ter,48,2,50,0.96
forget,177,89,266,0.665
test,295,472,767,0.385
alp,18,112,130,0.138
brands,199,15,214,0.93
handling,180,138,318,0.566
drafts,72,53,125,0.576
assignments,6,106,112,0.054
powered,139,30,169,0.822
eel,9,226,235,0.038
stephen,40,554,594,0.067
donald,67,214,281,0.238
creditors,37,325,362,0.102
fue,63,4,67,0.94
required,861,1080,1941,0.444
believes,655,212,867,0.755
soldiers,60,7,67,0.896
powerisk,0,52,52,0.0
downgrades,0,135,135,0.0
longview,0,52,52,0.0
considerable,35,80,115,0.304
pian,56,0,56,1.0
den,114,29,143,0.797
interconnection,1,69,70,0.014
tell,481,471,952,0.505
auction,128,235,363,0.353
bubble,36,44,80,0.45
jason,22,266,288,0.076
paycheck,19,34,53,0.358
pelo,53,0,53,1.0
forwardlooking,58,0,58,1.0
adventure,51,9,60,0.85
anyway,41,172,213,0.192
robust,23,43,66,0.348
evil,56,5,61,0.918
gene,18,50,68,0.265
downloads,67,11,78,0.859
wires,8,51,59,0.136
solid,176,111,287,0.613
record,365,381,746,0.489
asian,58,140,198,0.293
resuits,453,0,453,1.0
intranet,10,163,173,0.058
unsolicited,134,9,143,0.937
environmenta,72,0,72,1.0
piease,432,0,432,1.0
sanjay,0,60,60,0.0
cheaap,96,0,96,1.0
lowest,489,235,724,0.675
networks,142,259,401,0.354
drug,382,48,430,0.888
occur,647,210,857,0.755
nervous,28,51,79,0.354
registered,1274,136,1410,0.904
resolved,36,184,220,0.164
visuai,113,0,113,1.0
macintosh,60,0,60,1.0
downgraded,0,282,282,0.0
slowly,35,40,75,0.467
prime,132,118,250,0.528
shelley,12,70,82,0.146
bergstrom,11,53,64,0.172
ning,46,9,55,0.836
coral,29,80,109,0.266
personnel,135,317,452,0.299
pennies,49,3,52,0.942
possession,74,36,110,0.673
interim,16,123,139,0.115
accessing,26,76,102,0.255
column,25,276,301,0.083
voicemail,7,121,128,0.055
bnp,23,89,112,0.205
featured,989,30,1019,0.971
pls,37,125,162,0.228
martha,10,89,99,0.101
mind,575,389,964,0.596
eeos,0,60,60,0.0
realiy,52,0,52,1.0
easttexas,0,88,88,0.0
enjoying,52,31,83,0.627
shlpp,132,0,132,1.0
bird,73,23,96,0.76
executive,278,1677,1955,0.142
forecast,57,255,312,0.183
labguard,96,0,96,1.0
seekercenter,94,0,94,1.0
confusion,19,153,172,0.11
attracted,34,34,68,0.5
realistic,71,42,113,0.628
cavern,41,9,50,0.82
strengthen,40,56,96,0.417
sharehoider,144,0,144,1.0
escrow,40,62,102,0.392
lawsuits,24,251,275,0.087
views,31,198,229,0.135
inflation,9,58,67,0.134
plunge,5,112,117,0.043
bloomberg,12,968,980,0.012
deveiopments,64,0,64,1.0
sequoia,52,1,53,0.981
advises,425,11,436,0.975
words,782,171,953,0.821
soliciting,38,12,50,0.76
roving,14,41,55,0.255
confident,101,173,274,0.369
folder,6,122,128,0.047
narrow,16,41,57,0.281
platinum,89,6,95,0.937
gray,30,151,181,0.166
seems,78,546,624,0.125
saw,154,234,388,0.397
removes,55,14,69,0.797
ooo,486,6,492,0.988
counting,59,36,95,0.621
digital,522,76,598,0.873
eager,16,37,53,0.302
code,621,486,1107,0.561
swap,11,261,272,0.04
philip,50,90,140,0.357
prospective,75,66,141,0.532
mother,276,44,320,0.863
justify,10,66,76,0.132
simply,792,333,1125,0.704
payroll,32,151,183,0.175
mba,72,281,353,0.204
trademarks,318,19,337,0.944
exercise,199,193,392,0.508
arts,42,25,67,0.627
ndin,63,0,63,1.0
globa,56,0,56,1.0
assured,193,90,283,0.682
parallel,26,60,86,0.302
inconvenience,114,54,168,0.679
vista,50,5,55,0.909
theresa,4,142,146,0.027
adapter,93,1,94,0.989
possible,863,1893,2756,0.313
basic,110,231,341,0.323
licensing,76,36,112,0.679
postcard,57,1,58,0.983
webcam,94,0,94,1.0
data,840,4034,4874,0.172
right,1535,1455,2990,0.513
receivables,2,80,82,0.024
superviagra,58,0,58,1.0
enjoyed,26,199,225,0.116
ortho,64,0,64,1.0
fossum,0,54,54,0.0
nova,62,23,85,0.729
bowen,13,168,181,0.072
difficulty,31,97,128,0.242
though,332,679,1011,0.328
basics,5,51,56,0.089
beck,17,674,691,0.025
bulletin,108,46,154,0.701
shouid,391,0,391,1.0
holden,5,45,50,0.1
wire,216,255,471,0.459
mitchell,41,125,166,0.247
shares,1609,2945,4554,0.353
negotiable,53,10,63,0.841
conciusion,75,0,75,1.0
missed,47,154,201,0.234
procedure,85,198,283,0.3
frequent,26,35,61,0.426
extracted,59,12,71,0.831
warned,34,159,193,0.176
reynolds,32,29,61,0.525
docs,1,72,73,0.014
builder,116,22,138,0.841
jabber,76,0,76,1.0
presence,152,131,283,0.537
dorothy,27,50,77,0.351
pharmaceutical,214,30,244,0.877
favor,171,129,300,0.57
exercised,12,48,60,0.2
domains,64,4,68,0.941
shippers,0,255,255,0.0
manager,820,1278,2098,0.391
positions,146,885,1031,0.142
affiliated,333,173,506,0.658
neither,270,158,428,0.631
expertise,89,156,245,0.363
discreetly,64,1,65,0.985
recommend,84,229,313,0.268
every,1613,843,2456,0.657
barreis,111,0,111,1.0
mortgage,671,26,697,0.963
sql,93,77,170,0.547
carolyn,15,69,84,0.179
miilion,227,0,227,1.0
visited,64,56,120,0.533
casino,182,0,182,1.0
soiicitation,140,0,140,1.0
brazil,54,201,255,0.212
moment,233,195,428,0.544
accepted,134,237,371,0.361
desde,80,4,84,0.952
reductions,4,74,78,0.051
bargain,160,48,208,0.769
midwest,11,143,154,0.071
hospitals,80,14,94,0.851
reverse,50,50,100,0.5
bruceg,53,0,53,1.0
wednesday,142,2396,2538,0.056
patient,109,48,157,0.694
debate,20,58,78,0.256
originators,3,82,85,0.035
order,3172,2139,5311,0.597
corporations,92,105,197,0.467
japan,66,394,460,0.143
january,462,1573,2035,0.227
curso,77,0,77,1.0
wiii,132,0,132,1.0
walters,4,67,71,0.056
ects,326,0,326,1.0
gates,48,16,64,0.75
representing,19,162,181,0.105
air,528,239,767,0.688
introducing,97,65,162,0.599
detmering,0,53,53,0.0
generation,183,782,965,0.19
screening,32,32,64,0.5
jet,59,34,93,0.634
optimistic,25,74,99,0.253
albrecht,13,167,180,0.072
presentiy,130,0,130,1.0
enhancements,30,88,118,0.254
log,133,892,1025,0.13
effect,381,377,758,0.503
tocks,52,0,52,1.0
backgammon,60,0,60,1.0
precautionary,56,7,63,0.889
adopt,29,44,73,0.397
remote,216,134,350,0.617
cocktail,14,46,60,0.233
covered,61,181,242,0.252
located,210,337,547,0.384
switching,12,66,78,0.154
marie,26,149,175,0.149
stoxo,91,0,91,1.0
lane,33,48,81,0.407
diego,53,95,148,0.358
communicate,100,183,283,0.353
mmcf,29,375,404,0.072
prove,165,95,260,0.635
plummeted,0,77,77,0.0
facing,11,166,177,0.062
monica,67,63,130,0.515
impacted,5,73,78,0.064
indicator,83,37,120,0.692
driscoll,5,46,51,0.098
sashok,59,0,59,1.0
national,771,454,1225,0.629
follow,684,914,1598,0.428
structural,48,45,93,0.516
top,1227,998,2225,0.551
shareware,75,0,75,1.0
relations,96,325,421,0.228
coming,285,828,1113,0.256
coordinate,9,279,288,0.031
authorized,113,181,294,0.384
miles,124,194,318,0.39
deny,18,37,55,0.327
good,1881,2300,4181,0.45
aggregate,14,82,96,0.146
met,168,488,656,0.256
houston,64,5804,5868,0.011
papayoti,0,125,125,0.0
web,1873,1038,2911,0.643
sri,35,15,50,0.7
versionsfeatures,81,0,81,1.0
spelled,47,11,58,0.81
encouraged,31,105,136,0.228
tony,36,278,314,0.115
reveal,44,26,70,0.629
queen,28,27,55,0.509
volatilities,0,52,52,0.0
corp,468,7464,7932,0.059
exponential,47,4,51,0.922
alone,316,206,522,0.605
surgical,50,1,51,0.98
expanding,228,68,296,0.77
missing,73,194,267,0.273
responses,65,126,191,0.34
principles,31,57,88,0.352
troy,5,104,109,0.046
significantly,117,243,360,0.325
gamma,15,95,110,0.136
evolution,23,41,64,0.359
emergency,55,225,280,0.196
must,1719,1151,2870,0.599
xual,326,0,326,1.0
mouse,66,23,89,0.742
johannesburg,93,0,93,1.0
pma,1,57,58,0.017
approx,38,175,213,0.178
surbey,0,112,112,0.0
transaction,1396,1402,2798,0.499
analytics,0,69,69,0.0
saies,96,0,96,1.0
factor,106,249,355,0.299
lauraan,406,0,406,1.0
crafted,57,9,66,0.864
represents,111,181,292,0.38
balances,6,59,65,0.092
mars,23,27,50,0.46
baltic,69,3,72,0.958
etter,74,4,78,0.949
certicom,74,0,74,1.0
loads,25,98,123,0.203
xent,68,0,68,1.0
permitting,7,64,71,0.099
bail,19,43,62,0.306
audrey,21,153,174,0.121
locked,21,110,131,0.16
commercia,57,0,57,1.0
wrote,46,462,508,0.091
friends,380,224,604,0.629
graphics,678,35,713,0.951
declare,98,21,119,0.824
exit,29,193,222,0.131
interviewing,3,116,119,0.025
pour,119,6,125,0.952
anthony,65,130,195,0.333
compiled,58,40,98,0.592
nng,0,92,92,0.0
takeover,13,323,336,0.039
approximateiy,79,0,79,1.0
norman,11,46,57,0.193
cayman,6,77,83,0.072
acknowledge,49,43,92,0.533
deserves,59,32,91,0.648
area,717,794,1511,0.475
temperature,44,48,92,0.478
hood,20,44,64,0.312
steal,35,17,52,0.673
spend,236,255,491,0.481
viewed,33,97,130,0.254
anticipated,647,139,786,0.823
rtos,0,83,83,0.0
assuming,23,245,268,0.086
historica,125,0,125,1.0
feb,168,617,785,0.214
foods,48,36,84,0.571
ron,22,222,244,0.09
weils,84,0,84,1.0
engineering,109,486,595,0.183
appropriate,145,644,789,0.184
insight,24,126,150,0.16
born,112,36,148,0.757
self,324,212,536,0.604
studio,685,24,709,0.966
lotto,235,0,235,1.0
luxury,50,10,60,0.833
packard,219,100,319,0.687
permit,63,108,171,0.368
ohio,27,44,71,0.38
ask,555,839,1394,0.398
flu,12,39,51,0.235
centrinol,111,0,111,1.0
stevens,23,81,104,0.221
thompson,37,194,231,0.16
drgv,55,0,55,1.0
projecthoneypot,398,0,398,1.0
button,173,187,360,0.481
legislators,3,50,53,0.057
answered,62,64,126,0.492
junior,62,52,114,0.544
cute,44,9,53,0.83
sponsors,56,78,134,0.418
pcx,0,73,73,0.0
proven,575,51,626,0.919
officer,546,1568,2114,0.258
credited,140,19,159,0.881
fastest,158,22,180,0.878
disaster,44,56,100,0.44
mailbox,131,86,217,0.604
demonstrated,18,43,61,0.295
sms,62,4,66,0.939
typically,44,180,224,0.196
accommodate,19,91,110,0.173
hedging,3,300,303,0.01
ratio,132,169,301,0.439
curtailment,0,60,60,0.0
ment,84,2,86,0.977
carrier,82,27,109,0.752
friendly,117,57,174,0.672
millions,441,270,711,0.62
downtown,13,231,244,0.053
instrument,35,38,73,0.479
categories,140,61,201,0.697
plant,143,1339,1482,0.096
hawkins,5,78,83,0.06
patel,1,68,69,0.014
comnes,0,56,56,0.0
players,162,192,354,0.458
great,1672,1315,2987,0.56
treasurer,8,194,202,0.04
andrews,31,83,114,0.272
affect,84,216,300,0.28
fellow,71,66,137,0.518
contingency,2,61,63,0.032
cialiis,120,0,120,1.0
anxious,34,25,59,0.576
campos,6,71,77,0.078
whenever,55,49,104,0.529
approaches,2,99,101,0.02
technology,1680,735,2415,0.696
ofthe,52,0,52,1.0
delighted,23,71,94,0.245
provide,1542,2173,3715,0.415
sleeping,168,7,175,0.96
promising,52,37,89,0.584
skyrocket,65,2,67,0.97
fiscal,43,113,156,0.276
turbine,14,294,308,0.045
believe,1204,1290,2494,0.483
exclusively,62,42,104,0.596
via,933,718,1651,0.565
randomly,69,12,81,0.852
ever,1085,448,1533,0.708
reactionsnet,0,51,51,0.0
resellers,200,5,205,0.976
like,3484,4755,8239,0.423
tonight,103,127,230,0.448
peter,102,366,468,0.218
donation,27,42,69,0.391
commented,42,21,63,0.667
philadelphia,19,119,138,0.138
honesty,82,6,88,0.932
studios,143,10,153,0.935
mapped,34,18,52,0.654
von,112,8,120,0.933
sutton,4,105,109,0.037
deep,137,105,242,0.566
scenario,13,138,151,0.086
enhance,124,101,225,0.551
wright,17,59,76,0.224
automobile,50,0,50,1.0
lin,15,123,138,0.109
griffin,6,55,61,0.098
raise,360,385,745,0.483
consummated,93,7,100,0.93
freee,58,0,58,1.0
savita,0,89,89,0.0
wealth,155,38,193,0.803
unauthorized,53,100,153,0.346
god,538,87,625,0.861
billion,704,4411,5115,0.138
suite,835,260,1095,0.763
lighting,76,14,90,0.844
loose,86,42,128,0.672
tried,439,211,650,0.675
whereas,17,35,52,0.327
notify,81,332,413,0.196
drafting,16,35,51,0.314
expressed,204,243,447,0.456
manual,257,319,576,0.446
results,2122,929,3051,0.696
anjam,0,367,367,0.0
vital,72,48,120,0.6
helvetica,46,4,50,0.92
helpdesk,17,51,68,0.25
daffin,0,70,70,0.0
swing,7,242,249,0.028
farms,64,3,67,0.955
finished,118,142,260,0.454
iii,314,370,684,0.459
develop,279,414,693,0.403
collateral,35,312,347,0.101
shape,68,81,149,0.456
owing,34,20,54,0.63
antitrust,0,94,94,0.0
envelope,71,22,93,0.763
leppard,0,175,175,0.0
duncan,21,34,55,0.382
bankers,30,177,207,0.145
jamie,21,39,60,0.35
mlm,117,8,125,0.936
exxon,9,155,164,0.055
classic,65,35,100,0.65
chonawee,0,138,138,0.0
plastic,69,4,73,0.945
accurate,107,162,269,0.398
guidelines,107,108,215,0.498
img,175,0,175,1.0
spamassassin,145,0,145,1.0
einer,55,3,58,0.948
killing,39,40,79,0.494
concord,53,1,54,0.981
doorstep,45,190,235,0.191
ass,54,23,77,0.701
choices,52,82,134,0.388
eve,69,8,77,0.896
acquire,530,228,758,0.699
spinnaker,4,66,70,0.057
particularly,90,312,402,0.224
across,223,581,804,0.277
outlook,27,489,516,0.052
get,6027,4975,11002,0.548
table,315,454,769,0.41
faq,80,20,100,0.8
freeze,23,44,67,0.343
sitting,107,56,163,0.656
currently,780,1654,2434,0.32
preferred,114,695,809,0.141
depends,17,98,115,0.148
associate,95,724,819,0.116
explore,119,81,200,0.595
karpenkov,83,0,83,1.0
sole,113,117,230,0.491
involves,90,71,161,0.559
kenneth,41,529,570,0.072
adipex,73,0,73,1.0
macrmedia,96,0,96,1.0
fran,15,91,106,0.142
close,373,1362,1735,0.215
actua,187,0,187,1.0
strict,38,33,71,0.535
vlt,4,136,140,0.029
elimination,61,38,99,0.616
march,317,1613,1930,0.164
likes,16,37,53,0.302
twenty,328,53,381,0.861
ruf,6,50,56,0.107
slides,9,123,132,0.068
grow,342,157,499,0.685
claudia,13,59,72,0.181
invoive,261,0,261,1.0
org,777,434,1211,0.642
ruling,49,64,113,0.434
culture,37,165,202,0.183
checkour,69,0,69,1.0
belgium,49,17,66,0.742
wedding,39,21,60,0.65
rel,82,8,90,0.911
shi,298,17,315,0.946
concerned,70,412,482,0.145
simiiar,96,0,96,1.0
gross,101,157,258,0.391
task,121,154,275,0.44
samples,157,16,173,0.908
este,291,4,295,0.986
montana,144,84,228,0.632
afx,0,256,256,0.0
protection,276,238,514,0.537
forecasts,47,144,191,0.246
ref,534,46,580,0.921
resolve,37,243,280,0.132
additiona,224,0,224,1.0
gisb,0,80,80,0.0
checkout,42,17,59,0.712
capabiiities,69,0,69,1.0
eiben,0,52,52,0.0
roof,48,19,67,0.716
coastal,19,225,244,0.078
intensive,19,43,62,0.306
morris,55,209,264,0.208
kara,4,60,64,0.062
unlike,52,70,122,0.426
enymex,0,87,87,0.0
renegotiation,0,58,58,0.0
next,2613,3461,6074,0.43
phil,11,148,159,0.069
bridgeline,0,169,169,0.0
mini,105,34,139,0.755
denied,17,79,96,0.177
sheridan,7,92,99,0.071
website,2399,566,2965,0.809
ports,90,21,111,0.811
regalis,191,0,191,1.0
handset,94,6,100,0.94
confidentiaiity,92,0,92,1.0
ears,58,10,68,0.853
stays,33,32,65,0.508
nevada,55,53,108,0.509
valadez,0,67,67,0.0
facilitate,106,198,304,0.349
zipper,2,75,77,0.026
bug,31,36,67,0.463
sha,102,2,104,0.981
shops,170,13,183,0.929
mistakes,28,43,71,0.394
minnesota,47,23,70,0.671
brendan,34,20,54,0.63
strip,14,58,72,0.194
history,545,292,837,0.651
condition,144,156,300,0.48
sexy,68,1,69,0.986
calendar,92,267,359,0.256
recruiter,3,61,64,0.047
levitra,180,0,180,1.0
dealers,197,76,273,0.722
suggests,8,79,87,0.092
convertible,13,105,118,0.11
recipients,127,47,174,0.73
ross,20,128,148,0.135
streets,56,18,74,0.757
revised,18,879,897,0.02
ado,130,0,130,1.0
derek,16,89,105,0.152
seattle,25,74,99,0.253
performed,16,116,132,0.121
utilizing,62,52,114,0.544
biotechnology,53,19,72,0.736
mead,4,54,58,0.069
sold,429,762,1191,0.36
contempt,12,43,55,0.218
brilliant,32,27,59,0.542
argued,1,51,52,0.019
mcmills,0,56,56,0.0
anthrax,0,72,72,0.0
berry,18,35,53,0.34
